woche,lfd,gewicht,date,location_size,Bundesland,West/East,Gender,Age,Education,Job,Household size,NumberofPerson>14,party preference,Eligible to vote,HH Income,난민에 관한 우려,단기적 난민 수용 인식,장기적 난민 수용 인식,난민문제에 대한 정부인식
KW 38 - September,29661183,",023624",2016/09/20,500000 und mehr,Berlin,West,m,62,Abitur,ja,zwei,zwei,Die Linke,ja,4000 bis unter 5000,"weiß nicht, keine Angabe",eher Nachteile,"eher Vorteile,",kommt eher voran
KW 38 - September,29897035,",79795",2016/09/20,500000 und mehr,Berlin,Ost,m,30,Studium,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,5000 Euro und mehr,"weiß nicht, keine Angabe",eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,29914887,",18973",2016/09/20,500000 und mehr,Berlin,Ost,m,53,Studium,ja,vier,drei,"Bündnis `90, Die Grünen",ja,3000 bis unter 3500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,30136134,",090241",2016/09/20,500000 und mehr,Berlin,Ost,m,73,Studium,nein,eine Person,eine Person,Die Linke,ja,2000 bis unter 2500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,30148669,",77717",2016/09/20,500000 und mehr,Berlin,Ost,w,64,Mittlerer Bildungsabschl,nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,unter 500 Euro,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 38 - September,30159737,",292435",2016/09/20,500000 und mehr,Berlin,Ost,m,71,Mittlerer Bildungsabschl,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,30321102,",597185",2016/09/20,100000 bis 500000,Brandenburg,Ost,w,21,Abitur,nein,vier,vier,SPD,ja,keine Angabe,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,30515802,",936937",2016/09/20,20000 bis 50000,Brandenburg,Ost,w,71,Mittlerer Bildungsabschl,nein,zwei,zwei,AfD,ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,30529515,"1,425727",2016/09/20,500000 und mehr,Brandenburg,Ost,w,52,Studium,ja,drei,drei,würde nicht wählen,ja,2000 bis unter 2500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,30544855,",4102",2016/09/20,500000 und mehr,Brandenburg,Ost,m,59,Studium,ja,zwei,zwei,Die Linke,ja,5000 Euro und mehr,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher nicht voran
KW 38 - September,30796346,",204669",2016/09/20,500000 und mehr,Brandenburg,Ost,w,59,Studium,nein,zwei,zwei,Die Linke,ja,2000 bis unter 2500,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 38 - September,30851951,",264757",2016/09/20,20000 bis 50000,Brandenburg,Ost,w,62,Studium,nein,zwei,zwei,"Bündnis `90, Die Grünen",ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,30935142,"1,62797",2016/09/20,5000 bis 20000,Brandenburg,Ost,w,54,"Volks-, Hauptschule",ja,drei,drei,"weiß nicht, keine Angabe",ja,5000 Euro und mehr,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,31162588,"3,465822",2016/09/20,500000 und mehr,Brandenburg,Ost,w,16,Mittlerer Bildungsabschl,nein,fuenf und mehr,fuenf und mehr, ,nein,2500 bis unter 3000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 38 - September,31210080,",43109",2016/09/20,5000 bis 20000,Brandenburg,Ost,m,77,Studium,nein,zwei,zwei,AfD,ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,31251532,",253939",2016/09/20,100000 bis 500000,Mecklenburg-Vorpommern,Ost,m,58,Studium,nein,zwei,zwei,Die Linke,ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,31369383,",864647",2016/09/20,2000 bis 5000,Mecklenburg-Vorpommern,Ost,m,72,"Volks-, Hauptschule",nein,eine Person,eine Person,würde nicht wählen,ja,1000 bis unter 1500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,31400945,",60067",2016/09/20,20000 bis 50000,Mecklenburg-Vorpommern,Ost,w,62,Abitur,ja,zwei,zwei,SPD,ja,1500 bis unter 2000,mache mir keine Sorgen,"weiß nicht, keine Angabe",oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 38 - September,31427056,"1,022281",2016/09/20,100000 bis 500000,Mecklenburg-Vorpommern,Ost,w,49,Mittlerer Bildungsabschl,ja,drei,zwei,SPD,ja,3000 bis unter 3500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,31553021,",829366",2016/09/20,bis 2000,Mecklenburg-Vorpommern,Ost,m,20,Mittlerer Bildungsabschl,ja,drei,drei,CDU/CSU,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,"weiß nicht, keine Angabe",kommt eher voran
KW 38 - September,31675149,"1,627571",2016/09/20,50000 bis 100000,Mecklenburg-Vorpommern,Ost,m,80,Mittlerer Bildungsabschl,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,31846103,",762402",2016/09/20,20000 bis 50000,Mecklenburg-Vorpommern,Ost,w,80,Studium,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,"weiß nicht, keine Angabe",oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,31929143,",743067",2016/09/20,100000 bis 500000,Sachsen,Ost,w,63,Mittlerer Bildungsabschl,ja,zwei,eine Person,würde nicht wählen,ja,3000 bis unter 3500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,32023103,"1,530283",2016/09/20,5000 bis 20000,Sachsen,Ost,w,59,Mittlerer Bildungsabschl,ja,zwei,zwei,würde nicht wählen,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,32135646,",571883",2016/09/20,5000 bis 20000,Sachsen,Ost,m,72,Studium,nein,zwei,zwei,AfD,ja,3500 bis unter 4000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,32162786,"3,642642",2016/09/20,20000 bis 50000,Sachsen,Ost,m,77,"Volks-, Hauptschule",nein,zwei,zwei,SPD,ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,32174289,",276889",2016/09/20,50000 bis 100000,Sachsen,Ost,m,67,Studium,nein,zwei,zwei,würde nicht wählen,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 38 - September,32215146,"1,765397",2016/09/20,100000 bis 500000,Sachsen,Ost,w,64,"Volks-, Hauptschule",nein,zwei,zwei,CDU/CSU,ja,2500 bis unter 3000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,32294060,",616545",2016/09/20,100000 bis 500000,Sachsen,Ost,w,57,Mittlerer Bildungsabschl,ja,eine Person,eine Person,"weiß nicht, keine Angabe",ja,500 bis unter 1000,"weiß nicht, keine Angabe","weiß nicht, keine Angabe","weiß nicht, keine Angabe","weiß nicht, keine Angabe"
KW 38 - September,32450705,",263586",2016/09/20,500000 und mehr,Sachsen,Ost,w,75,Studium,nein,zwei,zwei,CDU/CSU,ja,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,eher Nachteile,"weiß nicht, keine Angabe"
KW 38 - September,32817686,"2,170449",2016/09/20,2000 bis 5000,Sachsen,Ost,w,55,Mittlerer Bildungsabschl,ja,zwei,zwei, ,nein,unter 500 Euro,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,33067847,",228094",2016/09/20,500000 und mehr,Sachsen,Ost,w,68,"Volks-, Hauptschule",nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,unter 500 Euro,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,33202954,",189156",2016/09/20,500000 und mehr,Sachsen,Ost,w,85,Studium,nein,drei,drei,würde nicht wählen,ja,500 bis unter 1000,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,eher Nachteile,kommt eher nicht voran
KW 38 - September,33258264,",784194",2016/09/20,500000 und mehr,Sachsen,Ost,w,46,"Volks-, Hauptschule",ja,drei,zwei,würde nicht wählen,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,33266675,",06385",2016/09/20,500000 und mehr,Sachsen,Ost,w,57,Studium,ja,eine Person,eine Person,würde nicht wählen,ja,keine Angabe,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,33308269,",542545",2016/09/20,20000 bis 50000,Sachsen,Ost,m,67,Studium,nein,zwei,zwei,Die Linke,ja,1500 bis unter 2000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher voran
KW 38 - September,33325524,",177264",2016/09/20,500000 und mehr,Sachsen,Ost,w,66,Studium,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,keine Angabe,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,33346029,",240986",2016/09/20,500000 und mehr,Sachsen,Ost,m,70,Mittlerer Bildungsabschl,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,33515506,",806492",2016/09/20,100000 bis 500000,Sachsen-Anhalt,Ost,w,54,Mittlerer Bildungsabschl,ja,drei,drei,würde nicht wählen,ja,3000 bis unter 3500,mache mir keine Sorgen,"eher Vorteile,",eher Nachteile,kommt eher nicht voran
KW 38 - September,33596782,",117686",2016/09/20,50000 bis 100000,Sachsen-Anhalt,Ost,m,50,Abitur,ja,eine Person,eine Person,Die Linke,ja,1000 bis unter 1500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,33650322,",410329",2016/09/20,bis 2000,Sachsen-Anhalt,Ost,m,63,Studium,ja,zwei,zwei,AfD,ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 38 - September,33921129,",494156",2016/09/20,2000 bis 5000,Sachsen-Anhalt,Ost,m,54,Mittlerer Bildungsabschl,nein,drei,drei,AfD,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,33939570,",331353",2016/09/20,5000 bis 20000,Sachsen-Anhalt,Ost,w,76,Studium,nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,34017300,",828484",2016/09/20,100000 bis 500000,Sachsen-Anhalt,Ost,w,55,Mittlerer Bildungsabschl,ja,zwei,zwei,Die Linke,ja,2000 bis unter 2500,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher voran
KW 38 - September,34191646,",33791",2016/09/20,50000 bis 100000,Sachsen-Anhalt,Ost,w,63,Mittlerer Bildungsabschl,nein,zwei,zwei,"weiß nicht, keine Angabe",ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,34314516,",979058",2016/09/20,100000 bis 500000,Thüringen,Ost,w,36,Studium,ja,vier,zwei,SPD,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,34334428,",494679",2016/09/20,100000 bis 500000,Thüringen,Ost,m,58,Mittlerer Bildungsabschl,ja,zwei,zwei,SPD,ja,2500 bis unter 3000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,","weiß nicht, keine Angabe"
KW 38 - September,34591815,",233912",2016/09/20,bis 2000,Thüringen,Ost,w,44,Mittlerer Bildungsabschl,ja,vier,zwei,NPD / DVU,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,34605088,",336168",2016/09/20,5000 bis 20000,Thüringen,Ost,m,46,Studium,ja,zwei,eine Person,Die Linke,ja,1000 bis unter 1500,mache mir Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,34719108,"1,870594",2016/09/20,50000 bis 100000,Thüringen,Ost,m,62,"Volks-, Hauptschule",ja,drei,drei,"weiß nicht, keine Angabe",ja,3000 bis unter 3500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,35283955,",526079",2016/09/20,50000 bis 100000,Thüringen,Ost,m,45,Mittlerer Bildungsabschl,ja,vier,drei,"Bündnis `90, Die Grünen",ja,4000 bis unter 5000,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,35395914,"1,248966",2016/09/20,20000 bis 50000,Thüringen,Ost,w,74,"Volks-, Hauptschule",nein,eine Person,eine Person,"weiß nicht, keine Angabe",ja,500 bis unter 1000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,35513754,",609593",2016/09/20,20000 bis 50000,Thüringen,Ost,w,61,Studium,ja,zwei,zwei,SPD,ja,3500 bis unter 4000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,35803264,",647175",2016/09/20,2000 bis 5000,Thüringen,Ost,m,49,Mittlerer Bildungsabschl,nein,zwei,zwei,AfD,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,92020571,",913449",2016/09/20,100000 bis 500000,Nordrhein-Westfalen,West,m,39,"Volks-, Hauptschule",ja,eine Person,eine Person,Piratenpartei,ja,1000 bis unter 1500,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,92022393,"2,21847",2016/09/20,500000 und mehr,Nordrhein-Westfalen,West,w,38,"Volks-, Hauptschule",nein,drei,zwei,AfD,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,92024998,",40819",2016/09/20,100000 bis 500000,Nordrhein-Westfalen,West,m,67,Studium,nein,eine Person,eine Person, ,nein,1500 bis unter 2000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,92058952,",33144",2016/09/20,500000 und mehr,Nordrhein-Westfalen,West,m,80,Studium,nein,eine Person,eine Person,AfD,ja,2000 bis unter 2500,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,92077535,",057283",2016/09/20,500000 und mehr,Nordrhein-Westfalen,West,w,70,Studium,ja,eine Person,eine Person,würde nicht wählen,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,92108416,",77192",2016/09/20,500000 und mehr,Nordrhein-Westfalen,West,m,63,Abitur,ja,drei,drei,FDP,ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,92123913,",56989",2016/09/20,500000 und mehr,Nordrhein-Westfalen,West,m,53,Mittlerer Bildungsabschl,ja,zwei,zwei,würde nicht wählen,ja,2500 bis unter 3000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,92124026,",495388",2016/09/20,500000 und mehr,Nordrhein-Westfalen,West,w,40,Abitur,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,3500 bis unter 4000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,92167094,"1,945264",2016/09/20,100000 bis 500000,Nordrhein-Westfalen,West,w,57,"Volks-, Hauptschule",nein,zwei,zwei,"Bündnis `90, Die Grünen",ja,2000 bis unter 2500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,92177573,",390521",2016/09/20,500000 und mehr,Nordrhein-Westfalen,West,m,75,Studium,nein,eine Person,eine Person,CDU/CSU,ja,1000 bis unter 1500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,92180706,"1,264897",2016/09/20,500000 und mehr,Nordrhein-Westfalen,West,w,68,"Volks-, Hauptschule",nein,eine Person,eine Person,CDU/CSU,ja,500 bis unter 1000,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,92205747,",211408",2016/09/20,100000 bis 500000,Nordrhein-Westfalen,West,w,55,Studium,ja,zwei,zwei,CDU/CSU,ja,keine Angabe,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,92209735,",456308",2016/09/20,50000 bis 100000,Nordrhein-Westfalen,West,w,43,Abitur,ja,vier,vier,SPD,ja,3500 bis unter 4000,mache mir Sorgen,eher Nachteile,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,92216391,",555614",2016/09/20,5000 bis 20000,Nordrhein-Westfalen,West,m,50,Studium,ja,fuenf und mehr,fuenf und mehr,CDU/CSU,ja,4000 bis unter 5000,mache mir keine Sorgen,"eher Vorteile,","eher Vorteile,",kommt eher voran
KW 38 - September,92229248,"1,999694",2016/09/20,100000 bis 500000,Nordrhein-Westfalen,West,w,48,Mittlerer Bildungsabschl,ja,zwei,zwei,"weiß nicht, keine Angabe",ja,2500 bis unter 3000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,92238300,",077466",2016/09/20,500000 und mehr,Berlin,West,m,59,Studium,ja,zwei,zwei,SPD,ja,3500 bis unter 4000,mache mir keine Sorgen,eher Nachteile,"eher Vorteile,",kommt eher voran
KW 38 - September,92238485,",023624",2016/09/20,500000 und mehr,Berlin,West,m,61,Studium,ja,zwei,zwei,CDU/CSU,ja,5000 Euro und mehr,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,"eher Vorteile,",kommt eher nicht voran
KW 38 - September,92238746,",18137",2016/09/20,500000 und mehr,Berlin,West,w,78,Abitur,nein,eine Person,eine Person,CDU/CSU,ja,keine Angabe,"weiß nicht, keine Angabe",eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
KW 38 - September,92245580,",112979",2016/09/20,500000 und mehr,Berlin,West,m,55,Studium,ja,drei,drei,CDU/CSU,ja,5000 Euro und mehr,mache mir Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,92257264,",447313",2016/09/20,500000 und mehr,Berlin,Ost,w,53,Studium,ja,drei,zwei,"weiß nicht, keine Angabe",ja,2000 bis unter 2500,mache mir keine Sorgen,oder gleichen sich Vor- und Nachteile in etwa aus?,oder gleichen sich Vor- und Nachteile in etwa aus?,"weiß nicht, keine Angabe"
KW 38 - September,92261328,",241043",2016/09/20,500000 und mehr,Berlin,Ost,m,55,Studium,ja,zwei,zwei,Die Linke,ja,4000 bis unter 5000,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher voran
KW 38 - September,92269133,",315868",2016/09/20,500000 und mehr,Berlin,West,m,45,Studium,ja,eine Person,eine Person,AfD,ja,1500 bis unter 2000,mache mir Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,92311329,",274614",2016/09/20,2000 bis 5000,Brandenburg,Ost,m,50,Mittlerer Bildungsabschl,ja,drei,drei,würde nicht wählen,ja,3000 bis unter 3500,mache mir keine Sorgen,eher Nachteile,eher Nachteile,kommt eher nicht voran
KW 38 - September,92318189,"2,515723",2016/09/20,500000 und mehr,Sachsen,Ost,w,17,Schüler,nein,fuenf und mehr,fuenf und mehr, ,nein,keine Angabe,mache mir keine Sorgen,eher Nachteile,oder gleichen sich Vor- und Nachteile in etwa aus?,kommt eher nicht voran
